symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CENPW	0.36531906542797427	No data	0.6009221228192485	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.6313292884721455	No data	-1	No data	No data	No data	0.5	-1
BCL11A	0.36397546630000055	No data	0.5966654727950879	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04093062964586242	No data	No data	1	0	0	0	0	0	0.9760500000000001	No data	-0.988196359624931	-0.49356071355272396	0	No data	255	-0.07485	0.5	0
ELAVL2	0.3635457542600427	No data	0.5980051606010185	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9860750000000003	No data	-0.924765581908439	-0.6537934215464283	0	No data	No data	-0.7562674999999999	0.75	0.5
DRD4	0.3629001564209664	No data	No data	No data	0.5526612624579024	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8856387744016408	No data	No data	1	1	0	1	1	0	0	1	0.9805846662989519	-0.27157138741267045	0	255	No data	0	-1	0
GABRB1	0.361524095654417	0.42555155832813474	0.4882917961235391	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9050649999999998	No data	-0.6136789851075566	-0.302505674061726	0	No data	No data	-0.4831225	0.5	0.5
IGSF21	0.35834901888010867	No data	0.5894569255052634	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7109200000000001	No data	-0.18996138996139	No data	0	No data	No data	0	1	0
ADARB1	0.35649424842208144	No data	0.5864059689402825	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.7432250000000004	No data	-0.8688361831218974	-0.5726934850965706	0	No data	No data	0	0.5	-1
MAD1L1	0.35601272670351664	No data	0.5820116589963332	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07204486560695719	No data	No data	No data	0	0	0	0	0	0.04596000000000018	No data	0.4257032542746828	-0.7005659674286879	0	No data	No data	No data	-1	-1
MECP2	0.3558347073441555	No data	No data	No data	0.547137717850459	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.27157045391153994	No data	0.6429691424364659	No data	0	0	0	1	0	0.5682749999999999	No data	No data	-0.9691061449924129	0	No data	No data	0	-1	-1
ELAVL4	0.3530103362194921	No data	0.5806751979112829	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9590150000000002	No data	-0.9852178709321566	No data	0	No data	No data	-0.7131150000000002	0.5	0.5
