symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
PKD1L3	0.27862199089149275	0.4583120183845193	No data	No data	No data	No data	No data	No data	polycystin 1 like 3, transient receptor potential channel interacting
NECTIN2	0.2783415608017474	0.4578507321808147	No data	No data	No data	No data	No data	No data	nectin cell adhesion molecule 2
PARP10	0.27834008028056323	0.4578482968358873	No data	No data	No data	No data	No data	No data	poly(ADP-ribose) polymerase family member 10
PTK2	0.27799208227936256	0.4572758665484799	No data	No data	No data	No data	No data	No data	protein tyrosine kinase 2
KLRG1	0.2779120485046619	0.45714421706631003	No data	No data	No data	No data	No data	No data	killer cell lectin like receptor G1
APOC4	0.27765177446415285	0.45671608603308783	No data	No data	No data	No data	No data	No data	apolipoprotein C4
BBS1	0.2775702491698719	0.45658198311446413	No data	No data	No data	No data	No data	No data	Bardet-Biedl syndrome 1
DOCK7	0.277342785823769	0.4562078231821222	No data	No data	No data	No data	No data	No data	dedicator of cytokinesis 7
TNKS	0.276824888737873	0.4553559218013554	No data	No data	No data	No data	No data	No data	tankyrase
ERGIC2	0.2765841690202438	0.4549599561444503	No data	No data	No data	No data	No data	No data	ERGIC and golgi 2
ATXN2	0.27579230756132017	0.45365740417301764	No data	No data	No data	No data	No data	No data	ataxin 2
SNX29	0.2754545164886148	0.45310176350794124	No data	No data	No data	No data	No data	No data	sorting nexin 29
MARCHF8	0.2753421922699222	0.4529169986973182	No data	No data	No data	No data	No data	No data	membrane associated ring-CH-type finger 8
KCNJ16	0.2747550812447951	0.45195124564214534	No data	No data	No data	No data	No data	No data	potassium inwardly rectifying channel subfamily J member 16
MROH7-TTC4	0.27376661325094376	0.4503252908497007	No data	No data	No data	No data	No data	No data	MROH7-TTC4 readthrough (NMD candidate)
CYSTM1	0.2736150718699753	0.45007601678501463	No data	No data	No data	No data	No data	No data	cysteine rich transmembrane module containing 1
EYA1	0.27330808636094833	0.4495710489330272	No data	No data	No data	No data	No data	No data	EYA transcriptional coactivator and phosphatase 1
APOC4-APOC2	0.27325630616599245	0.44948587444415555	No data	No data	No data	No data	No data	No data	APOC4-APOC2 readthrough (NMD candidate)
PPP6R2	0.27149138271856	0.4465827093892409	No data	No data	No data	No data	No data	No data	protein phosphatase 6 regulatory subunit 2
ZNF322	0.27070957808519525	0.4452967001322066	No data	No data	No data	No data	No data	No data	zinc finger protein 322
PPP4R4	0.2705292666537605	0.44500010151910274	No data	No data	No data	No data	No data	No data	protein phosphatase 4 regulatory subunit 4
E2F3	0.2704399086943046	0.4448531144610249	No data	No data	No data	No data	No data	No data	E2F transcription factor 3
C2	0.2701369115512949	0.4443547071682868	No data	No data	No data	No data	No data	No data	complement C2
BRI3	0.2688379585201356	0.44221802806556243	No data	No data	No data	No data	No data	No data	brain protein I3
CDKN2A	0.26867628800211624	0.4419520923395645	No data	No data	No data	No data	No data	No data	cyclin dependent kinase inhibitor 2A
CDCA7	0.26773694609732057	0.44040694623332005	No data	No data	No data	No data	No data	No data	cell division cycle associated 7
RCN1	0.2672662373495222	0.439632666085567	No data	No data	No data	No data	No data	No data	reticulocalbin 1
KCNK3	0.2669838517524599	0.4391681632208138	No data	No data	No data	No data	No data	No data	potassium two pore domain channel subfamily K member 3
C7orf50	0.2669789350804875	0.43916007566875725	No data	No data	No data	No data	No data	No data	chromosome 7 open reading frame 50
ECM1	0.2666295674827653	0.4385853924990696	No data	No data	No data	No data	No data	No data	extracellular matrix protein 1
HTT	0.2666136157956906	0.4385591531850928	No data	No data	No data	No data	No data	No data	huntingtin
MROH7	0.26609065502852786	0.4376989224331433	No data	No data	No data	No data	No data	No data	maestro heat like repeat family member 7
ROCK2	0.2660512016698931	0.437634024654005	No data	No data	No data	No data	No data	No data	Rho associated coiled-coil containing protein kinase 2
ZIC1	0.2659693431100457	0.43749937353883045	No data	No data	No data	No data	No data	No data	Zic family member 1
MAGI2	0.265760472711813	0.4371557975939148	No data	No data	No data	No data	No data	No data	membrane associated guanylate kinase, WW and PDZ domain containing 2
